Movie_ID,Title,Genre,Budget_Millions,IMDB_Rating,User_Review,Box_Office_Millions
tt1000514,Movie Title 515,Sci-Fi,245.99,8.7,The plot was gripping and the characters were so well-written. A thrilling ride from start to finish.,648.52
tt1000515,Movie Title 516,Thriller,38.66,7.3,Started great but fell flat at the end. A complete waste of time.,77.24
tt1000516,Movie Title 517,Romance,21.53,7.3,"Some good moments, but largely forgettable. I fell asleep halfway through.",29.32
tt1000517,Movie Title 518,Sci-Fi,94.92,4.9,Started great but fell flat at the end. Highly recommend seeing this in theaters.,9.49
tt1000518,Movie Title 519,Drama,49.55,7.4,"It was okay, but could have been better. Boring and uninspired.",76.68
tt1000519,Movie Title 520,Romance,31.66,6.2,Started great but fell flat at the end. Don't bother watching this.,34.68
tt1000520,Movie Title 521,Thriller,44.91,4.5,I fell asleep halfway through. I fell asleep halfway through.,60.83
tt1000521,Movie Title 522,Horror,41.72,6.2,"Some good moments, but largely forgettable. A thrilling ride from start to finish.",58.04
tt1000522,Movie Title 523,Romance,77.95,8.3,one of the best movies of the year. one of the best movies of the year.,124.27
tt1000523,Movie Title 524,Sci-Fi,195.7,7.5,Started great but fell flat at the end. Don't bother watching this.,408.15
tt1000524,Movie Title 525,Thriller,12.98,7.0,"Good visuals, but weak story. Absolutely loved it!",18.35
tt1000525,Movie Title 526,Comedy,94.36,7.1,An average popcorn flick. Don't bother watching this.,103.26
tt1000526,Movie Title 527,Comedy,83.6,6.5,Started great but fell flat at the end. The plot made no sense.,47.08
tt1000527,Movie Title 528,Action,218.14,7.0,"It was okay, but could have been better. A thrilling ride from start to finish.",489.45
tt1000528,Movie Title 529,Romance,63.13,3.7,Terrible movie. The plot made no sense.,48.58
tt1000529,Movie Title 530,Thriller,30.43,7.6,Great acting and amazing visuals. Absolutely loved it!,52.23
tt1000530,Movie Title 531,Sci-Fi,177.26,5.6,An average popcorn flick. The plot was gripping and the characters were so well-written.,239.71
tt1000531,Movie Title 532,Thriller,25.77,6.2,started great but fell flat at the end. a masterpiece.,20.93
tt1000532,Movie Title 533,Horror,41.0,6.9,"Some good moments, but largely forgettable. One of the best movies of the year.",27.8
tt1000533,Movie Title 534,Drama,75.98,4.7,Started great but fell flat at the end. CGI was awful and acting was wooden.,88.4
tt1000534,Movie Title 535,Horror,20.99,6.9,"Some good moments, but largely forgettable. Don't bother watching this.",44.31
tt1000535,Movie Title 536,Comedy,10.47,5.3,"Some good moments, but largely forgettable. CGI was awful and acting was wooden.",14.54
tt1000536,Movie Title 537,Thriller,48.11,4.3,A complete waste of time. Worst movie I've seen recently.,15.01
tt1000537,Movie Title 538,Sci-Fi,79.78,7.6,highly recommend seeing this in theaters. great acting and amazing visuals.,106.13
tt1000538,Movie Title 539,Drama,99.67,5.3,Started great but fell flat at the end. Incredible performance by the lead.,9.97
tt1000539,Movie Title 540,Thriller,37.49,6.8,An average popcorn flick. Worst movie I've seen recently.,68.75
tt1000540,Movie Title 541,Action,128.31,9.0,Incredible performance by the lead. A masterpiece.,183.33
tt1000541,Movie Title 542,Drama,10.29,4.2,Boring and uninspired. Terrible movie.,15.16
tt1000542,Movie Title 543,Comedy,81.48,6.8,An average popcorn flick. Terrible movie.,76.3
tt1000543,Movie Title 544,Drama,53.29,5.7,"Some good moments, but largely forgettable. Absolutely loved it!",65.17
tt1000544,Movie Title 545,Drama,62.2,9.3,One of the best movies of the year. Absolutely loved it!,174.26
tt1000545,Movie Title 546,Sci-Fi,170.7,8.0,Highly recommend seeing this in theaters. Great acting and amazing visuals.,324.92
tt1000546,Movie Title 547,Romance,34.28,6.5,Started great but fell flat at the end. One of the best movies of the year.,66.99
tt1000547,Movie Title 548,Drama,16.94,6.2,Started great but fell flat at the end. A thrilling ride from start to finish.,17.31
tt1000548,Movie Title 549,Comedy,80.64,7.9,A thrilling ride from start to finish. Great acting and amazing visuals.,155.26
tt1000549,Movie Title 550,Horror,28.28,4.8,Started great but fell flat at the end. Worst movie I've seen recently.,24.34
tt1000550,Movie Title 551,Sci-Fi,115.64,5.2,"Some good moments, but largely forgettable. Incredible performance by the lead.",113.26
tt1000551,Movie Title 552,Romance,29.86,8.8,A masterpiece. A thrilling ride from start to finish.,61.78
tt1000552,Movie Title 553,Drama,99.85,6.8,"it was okay, but could have been better. one of the best movies of the year.",164.29
tt1000553,Movie Title 554,Horror,23.96,8.3,One of the best movies of the year. Great acting and amazing visuals.,46.89
tt1000554,Movie Title 555,Thriller,10.33,8.2,A thrilling ride from start to finish. A masterpiece.,15.41
tt1000555,Movie Title 556,Romance,44.54,9.3,A thrilling ride from start to finish. A masterpiece.,117.46
tt1000556,Movie Title 557,Sci-Fi,86.9,4.4,Terrible movie. Don't bother watching this.,25.16
tt1000557,Movie Title 558,Sci-Fi,55.24,6.7,An average popcorn flick. A masterpiece.,25.3
tt1000558,Movie Title 559,Romance,36.89,8.0,Highly recommend seeing this in theaters. Absolutely loved it!,55.79
tt1000559,Movie Title 560,Thriller,42.89,7.3,"It was okay, but could have been better. Incredible performance by the lead.",50.94
tt1000560,Movie Title 561,Action,141.64,4.8,An average popcorn flick. Boring and uninspired.,133.25
tt1000561,Movie Title 562,Horror,8.63,6.5,"It was okay, but could have been better. Great acting and amazing visuals.",18.79
tt1000562,Movie Title 563,Sci-Fi,137.37,7.9,Absolutely loved it! Highly recommend seeing this in theaters.,269.12
tt1000563,Movie Title 564,Thriller,12.15,5.0,"Good visuals, but weak story. Worst movie I've seen recently.",13.99
tt1000564,Movie Title 565,Sci-Fi,200.28,7.0,An average popcorn flick. I fell asleep halfway through.,293.76
tt1000565,Movie Title 566,Romance,16.21,6.3,"Some good moments, but largely forgettable. Highly recommend seeing this in theaters.",18.93
tt1000566,Movie Title 567,Drama,33.55,7.0,"It was okay, but could have been better. The plot was gripping and the characters were so well-written.",43.48
tt1000567,Movie Title 568,Sci-Fi,99.91,7.9,Great acting and amazing visuals. One of the best movies of the year.,117.14
tt1000568,Movie Title 569,Thriller,25.24,5.7,"It was okay, but could have been better. A complete waste of time.",28.65
tt1000569,Movie Title 570,Romance,15.64,2.9,CGI was awful and acting was wooden. CGI was awful and acting was wooden.,15.87
tt1000570,Movie Title 571,Comedy,41.26,6.9,An average popcorn flick. Boring and uninspired.,58.5
tt1000571,Movie Title 572,Comedy,60.42,4.2,A complete waste of time. Terrible movie.,34.24
tt1000572,Movie Title 573,Sci-Fi,196.16,4.8,"Some good moments, but largely forgettable. Absolutely loved it!",245.29
tt1000573,Movie Title 574,Action,163.07,7.2,"It was okay, but could have been better. A masterpiece.",231.9
tt1000574,Movie Title 575,Romance,64.77,5.3,"It was okay, but could have been better. A thrilling ride from start to finish.",58.28
tt1000575,Movie Title 576,Sci-Fi,80.25,5.4,An average popcorn flick. A thrilling ride from start to finish.,54.13
tt1000576,Movie Title 577,Thriller,43.28,8.0,Absolutely loved it! Great acting and amazing visuals.,127.1
tt1000577,Movie Title 578,Drama,20.33,7.1,"Good visuals, but weak story. The plot made no sense.",36.09
tt1000578,Movie Title 579,Thriller,8.05,7.1,Started great but fell flat at the end. A thrilling ride from start to finish.,18.66
tt1000579,Movie Title 580,Comedy,17.36,4.9,"Some good moments, but largely forgettable. A thrilling ride from start to finish.",1.74
tt1000580,Movie Title 581,Drama,24.92,5.8,"It was okay, but could have been better. The plot was gripping and the characters were so well-written.",54.09
tt1000581,Movie Title 582,Sci-Fi,132.35,7.4,"some good moments, but largely forgettable. don't bother watching this.",332.8
tt1000582,Movie Title 583,Drama,15.6,8.6,Incredible performance by the lead. The plot was gripping and the characters were so well-written.,27.27
tt1000583,Movie Title 584,Sci-Fi,141.85,5.5,"Good visuals, but weak story. A complete waste of time.",100.23
tt1000584,Movie Title 585,Thriller,12.41,8.2,A thrilling ride from start to finish. One of the best movies of the year.,15.69
tt1000585,Movie Title 586,Drama,56.74,7.0,"Good visuals, but weak story. CGI was awful and acting was wooden.",72.11
tt1000586,Movie Title 587,Horror,44.58,6.0,An average popcorn flick. Worst movie I've seen recently.,64.53
tt1000587,Movie Title 588,Comedy,50.61,7.8,Incredible performance by the lead. One of the best movies of the year.,77.23
tt1000588,Movie Title 589,Drama,58.48,5.0,"It was okay, but could have been better. CGI was awful and acting was wooden.",58.79
tt1000589,Movie Title 590,Action,181.36,5.9,"some good moments, but largely forgettable. incredible performance by the lead.",316.7
tt1000590,Movie Title 591,Sci-Fi,205.12,3.8,Terrible movie. A complete waste of time.,174.58
tt1000591,Movie Title 592,Thriller,40.68,9.3,One of the best movies of the year. A thrilling ride from start to finish.,97.71
tt1000592,Movie Title 593,Drama,81.81,7.6,Highly recommend seeing this in theaters. Absolutely loved it!,117.29
tt1000593,Movie Title 594,Comedy,57.97,7.2,"It was okay, but could have been better. Don't bother watching this.",59.26
tt1000594,Movie Title 595,Romance,81.39,7.8,One of the best movies of the year. Incredible performance by the lead.,108.76
tt1000595,Movie Title 596,Horror,45.78,6.0,Started great but fell flat at the end. A complete waste of time.,45.67
tt1000596,Movie Title 597,Horror,13.29,6.9,Started great but fell flat at the end. A complete waste of time.,23.52
tt1000597,Movie Title 598,Horror,11.84,9.6,a thrilling ride from start to finish. a thrilling ride from start to finish.,16.4
tt1000598,Movie Title 599,Romance,17.51,6.8,An average popcorn flick. The plot made no sense.,25.88
tt1000599,Movie Title 600,Drama,55.47,6.4,started great but fell flat at the end. worst movie i've seen recently.,83.33
tt1000600,Movie Title 601,Thriller,49.28,8.2,one of the best movies of the year. great acting and amazing visuals.,116.35
tt1000601,Movie Title 602,Horror,12.47,6.2,"Some good moments, but largely forgettable. Worst movie I've seen recently.",21.65
tt1000602,Movie Title 603,Comedy,24.6,6.5,Started great but fell flat at the end. A thrilling ride from start to finish.,28.94
tt1000603,Movie Title 604,Thriller,28.73,7.4,"Good visuals, but weak story. Don't bother watching this.",47.03
tt1000604,Movie Title 605,Romance,17.15,5.3,Started great but fell flat at the end. Terrible movie.,23.26
tt1000605,Movie Title 606,Sci-Fi,221.64,6.8,An average popcorn flick. CGI was awful and acting was wooden.,445.34
tt1000606,Movie Title 607,Thriller,36.96,6.0,Started great but fell flat at the end. The plot was gripping and the characters were so well-written.,8.55
tt1000607,Movie Title 608,Horror,41.97,3.3,Don't bother watching this. The plot made no sense.,15.09
tt1000608,Movie Title 609,Horror,27.24,5.8,"It was okay, but could have been better. A masterpiece.",44.86
tt1000609,Movie Title 610,Action,84.75,7.8,Absolutely loved it! Absolutely loved it!,154.72
tt1000610,Movie Title 611,Thriller,9.53,5.7,"Good visuals, but weak story. Great acting and amazing visuals.",8.81
tt1000611,Movie Title 612,Action,119.59,8.9,One of the best movies of the year. A thrilling ride from start to finish.,194.15
tt1000612,Movie Title 613,Romance,68.6,4.2,don't bother watching this. don't bother watching this.,100.6
tt1000613,Movie Title 614,Horror,42.87,7.1,"some good moments, but largely forgettable. worst movie i've seen recently.",60.4
tt1000614,Movie Title 615,Horror,33.54,7.1,started great but fell flat at the end. a complete waste of time.,34.1
tt1000615,Movie Title 616,Thriller,19.63,5.8,An average popcorn flick. The plot was gripping and the characters were so well-written.,24.76
tt1000616,Movie Title 617,Action,84.98,5.9,"Some good moments, but largely forgettable. Highly recommend seeing this in theaters.",122.49
tt1000617,Movie Title 618,Horror,42.67,7.8,Highly recommend seeing this in theaters. The plot was gripping and the characters were so well-written.,37.91
tt1000618,Movie Title 619,Sci-Fi,188.83,3.6,A complete waste of time. Worst movie I've seen recently.,147.68
tt1000619,Movie Title 620,Sci-Fi,92.53,7.3,"Some good moments, but largely forgettable. A thrilling ride from start to finish.",142.86
tt1000620,Movie Title 621,Comedy,88.41,7.6,Highly recommend seeing this in theaters. A masterpiece.,163.63
tt1000621,Movie Title 622,Thriller,34.92,7.1,"It was okay, but could have been better. Great acting and amazing visuals.",45.48
tt1000622,Movie Title 623,Sci-Fi,184.15,5.1,"some good moments, but largely forgettable. don't bother watching this.",199.83
tt1000623,Movie Title 624,Action,139.41,8.2,Great acting and amazing visuals. A masterpiece.,219.15
tt1000624,Movie Title 625,Thriller,29.6,6.9,Started great but fell flat at the end. One of the best movies of the year.,39.79
tt1000625,Movie Title 626,Action,72.14,5.7,"Good visuals, but weak story. Incredible performance by the lead.",78.94
tt1000626,Movie Title 627,Romance,76.59,6.2,"Some good moments, but largely forgettable. Don't bother watching this.",110.62
tt1000627,Movie Title 628,Action,221.67,7.3,Started great but fell flat at the end. A masterpiece.,293.52
tt1000628,Movie Title 629,Thriller,38.93,7.8,The plot was gripping and the characters were so well-written. Absolutely loved it!,50.73
tt1000629,Movie Title 630,Horror,17.67,7.1,"Good visuals, but weak story. I fell asleep halfway through.",41.15
tt1000630,Movie Title 631,Drama,18.69,3.7,The plot made no sense. Boring and uninspired.,10.96
tt1000631,Movie Title 632,Thriller,31.93,4.9,An average popcorn flick. The plot made no sense.,14.37
tt1000632,Movie Title 633,Romance,76.89,7.1,"Good visuals, but weak story. Great acting and amazing visuals.",144.4
tt1000633,Movie Title 634,Drama,63.39,6.3,"It was okay, but could have been better. One of the best movies of the year.",75.07
tt1000634,Movie Title 635,Thriller,40.76,6.6,"It was okay, but could have been better. The plot made no sense.",44.48
tt1000635,Movie Title 636,Horror,49.79,6.6,"Some good moments, but largely forgettable. I fell asleep halfway through.",94.71
tt1000636,Movie Title 637,Drama,15.73,7.0,"It was okay, but could have been better. Terrible movie.",31.24
tt1000637,Movie Title 638,Sci-Fi,72.99,8.0,A thrilling ride from start to finish. One of the best movies of the year.,134.52
tt1000638,Movie Title 639,Sci-Fi,225.8,7.5,An average popcorn flick. The plot was gripping and the characters were so well-written.,641.2
tt1000639,Movie Title 640,Romance,48.74,5.5,An average popcorn flick. Great acting and amazing visuals.,9.19
tt1000640,Movie Title 641,Drama,79.65,7.8,one of the best movies of the year. a masterpiece.,133.87
tt1000641,Movie Title 642,Comedy,49.9,8.9,Incredible performance by the lead. Great acting and amazing visuals.,121.82
tt1000642,Movie Title 643,Drama,63.25,5.0,started great but fell flat at the end. one of the best movies of the year.,87.74
tt1000643,Movie Title 644,Drama,56.11,6.1,An average popcorn flick. Boring and uninspired.,45.15
tt1000644,Movie Title 645,Action,147.53,7.1,"Good visuals, but weak story. Great acting and amazing visuals.",221.14
tt1000645,Movie Title 646,Sci-Fi,170.13,6.6,"Some good moments, but largely forgettable. Worst movie I've seen recently.",367.58
tt1000646,Movie Title 647,Action,176.82,6.3,Started great but fell flat at the end. Great acting and amazing visuals.,207.97
tt1000647,Movie Title 648,Thriller,21.28,5.6,started great but fell flat at the end. i fell asleep halfway through.,23.37
tt1000648,Movie Title 649,Sci-Fi,78.0,6.2,An average popcorn flick. Great acting and amazing visuals.,15.6
tt1000649,Movie Title 650,Horror,13.82,4.2,Boring and uninspired. The plot made no sense.,16.98
tt1000650,Movie Title 651,Comedy,28.63,6.2,"Good visuals, but weak story. Terrible movie.",35.56
tt1000651,Movie Title 652,Sci-Fi,51.53,6.0,"Good visuals, but weak story. Great acting and amazing visuals.",42.83
tt1000652,Movie Title 653,Drama,82.23,7.2,An average popcorn flick. A complete waste of time.,231.03
tt1000653,Movie Title 654,Action,108.7,6.3,Started great but fell flat at the end. Terrible movie.,172.57
tt1000654,Movie Title 655,Romance,17.84,5.2,An average popcorn flick. Incredible performance by the lead.,20.84
tt1000655,Movie Title 656,Comedy,41.07,8.1,Highly recommend seeing this in theaters. Absolutely loved it!,67.09
tt1000656,Movie Title 657,Drama,54.42,5.9,"Some good moments, but largely forgettable. I fell asleep halfway through.",46.46
tt1000657,Movie Title 658,Drama,45.51,3.8,Don't bother watching this. Worst movie I've seen recently.,4.55
tt1000658,Movie Title 659,Thriller,45.84,7.7,Great acting and amazing visuals. Highly recommend seeing this in theaters.,105.31
tt1000659,Movie Title 660,Romance,37.84,5.8,"Good visuals, but weak story. Don't bother watching this.",46.49
tt1000660,Movie Title 661,Sci-Fi,101.52,6.7,Started great but fell flat at the end. A complete waste of time.,105.18
tt1000661,Movie Title 662,Romance,71.79,6.1,An average popcorn flick. A thrilling ride from start to finish.,55.56
tt1000662,Movie Title 663,Drama,51.06,5.2,An average popcorn flick. Boring and uninspired.,44.94
tt1000663,Movie Title 664,Horror,23.85,6.3,"Good visuals, but weak story. The plot was gripping and the characters were so well-written.",30.99
tt1000664,Movie Title 665,Horror,8.61,7.3,"It was okay, but could have been better. CGI was awful and acting was wooden.",11.79
tt1000665,Movie Title 666,Comedy,70.17,4.9,An average popcorn flick. A complete waste of time.,117.77
tt1000666,Movie Title 667,Action,168.73,6.8,An average popcorn flick. Don't bother watching this.,293.84
tt1000667,Movie Title 668,Drama,88.63,5.6,"Good visuals, but weak story. Terrible movie.",114.96
tt1000668,Movie Title 669,Romance,91.22,6.6,an average popcorn flick. i fell asleep halfway through.,86.21
tt1000669,Movie Title 670,Horror,11.4,6.5,An average popcorn flick. I fell asleep halfway through.,13.52
tt1000670,Movie Title 671,Thriller,18.28,10.0,Incredible performance by the lead. Absolutely loved it!,32.12
tt1000671,Movie Title 672,Drama,13.94,6.7,"Some good moments, but largely forgettable. Great acting and amazing visuals.",11.62
tt1000672,Movie Title 673,Comedy,40.89,7.8,The plot was gripping and the characters were so well-written. Great acting and amazing visuals.,89.96
tt1000673,Movie Title 674,Action,219.12,5.5,"Some good moments, but largely forgettable. I fell asleep halfway through.",436.88
tt1000674,Movie Title 675,Drama,70.57,5.1,an average popcorn flick. one of the best movies of the year.,33.13
tt1000675,Movie Title 676,Drama,81.01,8.6,One of the best movies of the year. One of the best movies of the year.,129.02
tt1000676,Movie Title 677,Sci-Fi,214.48,3.8,Don't bother watching this. The plot made no sense.,87.43
tt1000677,Movie Title 678,Action,166.44,8.5,A thrilling ride from start to finish. A masterpiece.,143.15
tt1000678,Movie Title 679,Action,191.12,5.0,"It was okay, but could have been better. Highly recommend seeing this in theaters.",333.49
tt1000679,Movie Title 680,Drama,25.02,4.8,An average popcorn flick. Incredible performance by the lead.,21.54
tt1000680,Movie Title 681,Drama,90.11,5.1,An average popcorn flick. One of the best movies of the year.,71.69
tt1000681,Movie Title 682,Romance,12.29,8.5,a thrilling ride from start to finish. the plot was gripping and the characters were so well-written.,29.39
tt1000682,Movie Title 683,Action,118.12,6.3,"It was okay, but could have been better. Absolutely loved it!",106.07
tt1000683,Movie Title 684,Romance,38.01,7.9,A masterpiece. Great acting and amazing visuals.,91.12
tt1000684,Movie Title 685,Romance,42.81,9.3,One of the best movies of the year. Great acting and amazing visuals.,70.06
tt1000685,Movie Title 686,Drama,22.65,5.8,"Some good moments, but largely forgettable. Worst movie I've seen recently.",26.06
tt1000686,Movie Title 687,Comedy,55.49,6.3,An average popcorn flick. The plot was gripping and the characters were so well-written.,81.79
tt1000687,Movie Title 688,Romance,13.51,6.4,an average popcorn flick. i fell asleep halfway through.,14.71
tt1000688,Movie Title 689,Horror,12.2,3.8,Boring and uninspired. Don't bother watching this.,7.09
tt1000689,Movie Title 690,Sci-Fi,230.02,7.5,Absolutely loved it! One of the best movies of the year.,308.72
tt1000690,Movie Title 691,Thriller,32.13,4.2,A complete waste of time. A complete waste of time.,3.21
tt1000691,Movie Title 692,Horror,20.32,4.7,"Good visuals, but weak story. Boring and uninspired.",20.59
tt1000692,Movie Title 693,Sci-Fi,160.74,8.9,A masterpiece. Highly recommend seeing this in theaters.,304.94
tt1000693,Movie Title 694,Romance,85.03,3.8,Worst movie I've seen recently. CGI was awful and acting was wooden.,41.52
tt1000694,Movie Title 695,Horror,16.67,4.6,"It was okay, but could have been better. Boring and uninspired.",8.15
tt1000695,Movie Title 696,Sci-Fi,243.28,3.5,The plot made no sense. I fell asleep halfway through.,262.79
tt1000696,Movie Title 697,Horror,31.12,6.2,"It was okay, but could have been better. Highly recommend seeing this in theaters.",21.61
tt1000697,Movie Title 698,Comedy,66.36,2.7,I fell asleep halfway through. A complete waste of time.,26.41
tt1000698,Movie Title 699,Romance,99.45,6.9,"Good visuals, but weak story. I fell asleep halfway through.",182.71
tt1000699,Movie Title 700,Comedy,61.24,4.7,"Some good moments, but largely forgettable. I fell asleep halfway through.",72.24
tt1000700,Movie Title 701,Sci-Fi,129.03,6.5,"Some good moments, but largely forgettable. The plot was gripping and the characters were so well-written.",129.94
tt1000701,Movie Title 702,Sci-Fi,158.6,6.9,Started great but fell flat at the end. Highly recommend seeing this in theaters.,255.35
tt1000702,Movie Title 703,Thriller,29.0,6.0,An average popcorn flick. A masterpiece.,38.62
tt1000703,Movie Title 704,Action,208.84,7.4,An average popcorn flick. Highly recommend seeing this in theaters.,271.84
tt1000704,Movie Title 705,Sci-Fi,238.81,6.3,"Some good moments, but largely forgettable. Don't bother watching this.",161.51
tt1000705,Movie Title 706,Sci-Fi,246.2,8.2,Incredible performance by the lead. A thrilling ride from start to finish.,396.9
tt1000706,Movie Title 707,Action,167.75,4.3,boring and uninspired. i fell asleep halfway through.,74.51
tt1000707,Movie Title 708,Comedy,28.29,5.6,"Some good moments, but largely forgettable. A complete waste of time.",51.16
tt1000708,Movie Title 709,Sci-Fi,152.26,10.0,A thrilling ride from start to finish. A masterpiece.,283.98
tt1000709,Movie Title 710,Horror,43.95,6.4,Started great but fell flat at the end. A masterpiece.,62.69
tt1000710,Movie Title 711,Sci-Fi,215.5,7.1,"Some good moments, but largely forgettable. Incredible performance by the lead.",467.72
tt1000711,Movie Title 712,Action,241.21,6.2,"Good visuals, but weak story. A complete waste of time.",281.05
tt1000712,Movie Title 713,Action,220.79,8.2,A thrilling ride from start to finish. Highly recommend seeing this in theaters.,341.68
tt1000713,Movie Title 714,Sci-Fi,228.62,7.4,"It was okay, but could have been better. A thrilling ride from start to finish.",22.86
tt1000714,Movie Title 715,Romance,66.39,9.4,The plot was gripping and the characters were so well-written. Incredible performance by the lead.,117.28
tt1000715,Movie Title 716,Comedy,75.04,5.3,"Good visuals, but weak story. Incredible performance by the lead.",95.43
tt1000716,Movie Title 717,Horror,18.47,8.2,The plot was gripping and the characters were so well-written. Highly recommend seeing this in theaters.,25.45
tt1000717,Movie Title 718,Comedy,35.09,7.9,The plot was gripping and the characters were so well-written. Highly recommend seeing this in theaters.,64.65
tt1000718,Movie Title 719,Drama,36.52,7.3,"Some good moments, but largely forgettable. One of the best movies of the year.",66.18
tt1000719,Movie Title 720,Thriller,11.43,7.7,Incredible performance by the lead. Absolutely loved it!,21.91
tt1000720,Movie Title 721,Thriller,34.63,7.4,"Good visuals, but weak story. Highly recommend seeing this in theaters.",58.88
tt1000721,Movie Title 722,Romance,65.22,6.5,Started great but fell flat at the end. A thrilling ride from start to finish.,55.51
tt1000722,Movie Title 723,Romance,16.99,4.0,CGI was awful and acting was wooden. Don't bother watching this.,1.7
tt1000723,Movie Title 724,Romance,15.94,5.3,Started great but fell flat at the end. Worst movie I've seen recently.,14.48
tt1000724,Movie Title 725,Action,211.65,6.5,"It was okay, but could have been better. I fell asleep halfway through.",341.46
tt1000725,Movie Title 726,Drama,36.96,6.5,Started great but fell flat at the end. CGI was awful and acting was wooden.,32.96
tt1000726,Movie Title 727,Drama,81.51,6.2,"Some good moments, but largely forgettable. Absolutely loved it!",104.94
tt1000727,Movie Title 728,Thriller,8.28,4.1,A complete waste of time. Don't bother watching this.,3.61
tt1000728,Movie Title 729,Romance,30.91,7.8,The plot was gripping and the characters were so well-written. A masterpiece.,38.55
tt1000729,Movie Title 730,Sci-Fi,235.85,7.7,One of the best movies of the year. Incredible performance by the lead.,342.43
tt1000730,Movie Title 731,Sci-Fi,114.3,4.2,I fell asleep halfway through. Worst movie I've seen recently.,88.18
tt1000731,Movie Title 732,Drama,67.64,6.6,"Some good moments, but largely forgettable. Highly recommend seeing this in theaters.",98.53
tt1000732,Movie Title 733,Sci-Fi,121.56,5.2,started great but fell flat at the end. a masterpiece.,147.23
tt1000733,Movie Title 734,Romance,89.98,2.0,Don't bother watching this. Terrible movie.,43.74
tt1000734,Movie Title 735,Thriller,31.36,5.5,"Good visuals, but weak story. CGI was awful and acting was wooden.",37.63
tt1000735,Movie Title 736,Sci-Fi,186.52,7.7,One of the best movies of the year. Great acting and amazing visuals.,196.85
tt1000736,Movie Title 737,Drama,84.03,6.9,"good visuals, but weak story. terrible movie.",172.75
tt1000737,Movie Title 738,Drama,56.82,7.1,Started great but fell flat at the end. Great acting and amazing visuals.,66.09
tt1000738,Movie Title 739,Romance,34.43,3.7,The plot made no sense. Terrible movie.,25.34
tt1000739,Movie Title 740,Drama,22.04,5.7,"Good visuals, but weak story. Worst movie I've seen recently.",26.87
tt1000740,Movie Title 741,Romance,77.38,5.6,"It was okay, but could have been better. Absolutely loved it!",86.65
tt1000741,Movie Title 742,Action,105.23,6.0,"Good visuals, but weak story. A thrilling ride from start to finish.",134.62
tt1000742,Movie Title 743,Sci-Fi,217.87,5.2,"It was okay, but could have been better. Absolutely loved it!",349.73
tt1000743,Movie Title 744,Thriller,9.59,4.5,A complete waste of time. CGI was awful and acting was wooden.,4.66
tt1000744,Movie Title 745,Sci-Fi,218.54,8.0,A masterpiece. One of the best movies of the year.,278.94
tt1000745,Movie Title 746,Action,228.37,7.8,A masterpiece. The plot was gripping and the characters were so well-written.,339.5
tt1000746,Movie Title 747,Drama,43.96,6.4,"Good visuals, but weak story. I fell asleep halfway through.",99.84
tt1000747,Movie Title 748,Thriller,22.44,8.6,great acting and amazing visuals. great acting and amazing visuals.,49.15
tt1000748,Movie Title 749,Horror,5.2,7.3,"It was okay, but could have been better. The plot was gripping and the characters were so well-written.",5.45
tt1000749,Movie Title 750,Romance,69.97,6.6,"Good visuals, but weak story. Highly recommend seeing this in theaters.",99.73
tt1000750,Movie Title 751,Horror,18.41,6.8,an average popcorn flick. incredible performance by the lead.,22.44
tt1000751,Movie Title 752,Action,178.83,6.3,"Good visuals, but weak story. One of the best movies of the year.",184.74
tt1000752,Movie Title 753,Sci-Fi,241.36,2.3,Worst movie I've seen recently. CGI was awful and acting was wooden.,110.71
tt1000753,Movie Title 754,Comedy,51.19,5.7,"Good visuals, but weak story. Terrible movie.",26.85
tt1000754,Movie Title 755,Comedy,43.28,8.4,Highly recommend seeing this in theaters. Absolutely loved it!,65.38
tt1000755,Movie Title 756,Romance,86.53,7.4,Started great but fell flat at the end. Incredible performance by the lead.,79.37
tt1000756,Movie Title 757,Horror,26.25,6.1,"Good visuals, but weak story. I fell asleep halfway through.",36.77
tt1000757,Movie Title 758,Action,185.56,4.2,Boring and uninspired. Don't bother watching this.,230.62
tt1000758,Movie Title 759,Comedy,22.29,8.4,A thrilling ride from start to finish. A masterpiece.,46.54
tt1000759,Movie Title 760,Action,113.13,4.7,Started great but fell flat at the end. The plot made no sense.,199.61
tt1000760,Movie Title 761,Thriller,37.09,6.8,"Some good moments, but largely forgettable. Worst movie I've seen recently.",47.61
tt1000761,Movie Title 762,Romance,35.87,5.7,"Good visuals, but weak story. Don't bother watching this.",37.85
tt1000762,Movie Title 763,Thriller,10.02,3.9,A complete waste of time. Terrible movie.,8.38
tt1000763,Movie Title 764,Action,217.1,6.2,started great but fell flat at the end. incredible performance by the lead.,159.4
tt1000764,Movie Title 765,Action,148.57,7.7,Incredible performance by the lead. Highly recommend seeing this in theaters.,48.84
tt1000765,Movie Title 766,Horror,31.78,6.5,An average popcorn flick. Worst movie I've seen recently.,36.95
tt1000766,Movie Title 767,Action,242.7,9.5,great acting and amazing visuals. highly recommend seeing this in theaters.,488.68
tt1000767,Movie Title 768,Comedy,38.07,7.6,Great acting and amazing visuals. The plot was gripping and the characters were so well-written.,71.33
tt1000768,Movie Title 769,Romance,56.92,6.1,"It was okay, but could have been better. A complete waste of time.",75.4
tt1000769,Movie Title 770,Romance,33.9,6.7,"Good visuals, but weak story. A masterpiece.",71.37
tt1000770,Movie Title 771,Sci-Fi,119.62,8.0,A masterpiece. A thrilling ride from start to finish.,110.15
